,provincia,poblacion,cp
2137,Burgos,Miraveche,09252
2138,Burgos,Villafranca Montes de Oca,09257
2139,Burgos,Castil de Peones,09258
2140,Burgos,Tosantos,09258
2141,Burgos,Belorado,09258
2142,Burgos,Alcocero de Mola,09258
2143,Burgos,Villambistia,09258
2144,Burgos,Valle de Oca,09258
2145,Burgos,Espinosa del Camino,09258
2146,Burgos,Villafranca Montes de Oca,09258
2147,Burgos,Bascuñana,09259
2148,Burgos,Ibrillos,09259
2149,Burgos,Redecilla del Campo,09259
2150,Burgos,Viloria de Rioja,09259
2151,Burgos,Fresneña,09259
2152,Burgos,Castildelgado,09259
2153,Burgos,Redecilla del Camino,09259
2154,Burgos,Pradoluengo,09260
2155,Burgos,Fresneda de la Sierra Tirón,09267
2156,Burgos,Belorado,09267
2157,Burgos,Valmala,09268
2158,Burgos,Pradoluengo,09268
2159,Burgos,Santa Cruz del Valle Urbión,09268
2160,Burgos,Rábanos,09268
2161,Burgos,Villagalijo,09268
2162,Burgos,San Vicente del Valle,09268
2163,Burgos,Rábanos,09269
2164,Burgos,Cerezo de Río Tirón,09270
2165,Burgos,Redecilla del Campo,09270
2166,Burgos,Quintanilla San García,09271
2167,Burgos,Belorado,09272
2168,Burgos,Fresno de Río Tirón,09272
2169,Burgos,Encío,09280
2170,Burgos,Pancorbo,09280
2171,Burgos,Cascajares de Bureba,09280
2172,Burgos,Valle de Mena,09285
2173,Burgos,Quintanapalla,09290
2174,Burgos,Fresno de Rodilla,09290
2175,Burgos,Monasterio de Rodilla,09292
2176,Burgos,Quintanavides,09292
2177,Burgos,Villaescusa la Sombría,09292
2178,Burgos,Cerratón de Juarros,09292
2179,Burgos,Arraya de Oca,09292
2180,Burgos,Santa María del Invierno,09292
2181,Burgos,Briviesca,09292
2182,Burgos,Santa Olalla de Bureba,09292
2183,Burgos,Bugedo,09293
2184,Burgos,Miranda de Ebro,09293
2185,Burgos,La Puebla de Arganzón,09294
2186,Burgos,Condado de Treviño,09294
2187,Burgos,Roa,09300
2188,Burgos,Torresandino,09310
2189,Burgos,Villatuelda,09310
2190,Burgos,Tórtoles de Esgueva,09310
2191,Burgos,Olmedillo de Roa,09311
2192,Burgos,La Horra,09311
2193,Burgos,Tórtoles de Esgueva,09312
2194,Burgos,Anguix,09312
2195,Burgos,Pedrosa de Duero,09314
2196,Burgos,Villaescusa de Roa,09314
2197,Burgos,La Cueva de Roa,09315
2198,Burgos,Fuentemolinos,09315
2199,Burgos,Fuentecén,09315
2200,Burgos,Berlangas de Roa,09316
2201,Burgos,Hoyales de Roa,09316
2202,Burgos,San Martín de Rubiales,09317
2203,Burgos,Mambrilla de Castrejón,09317
2204,Burgos,Pedrosa de Duero,09317
2205,Burgos,Nava de Roa,09318
2206,Burgos,Valdezate,09318
2207,Burgos,Fuentelisendo,09318
2208,Burgos,Madrigal del Monte,09320
2209,Burgos,Valdorros,09320
2210,Burgos,Cogollos,09320
2211,Burgos,Madrigalejo del Monte,09330
2212,Burgos,Valles de Palenzuela,09338
2213,Burgos,Villamayor de los Montes,09339
2214,Burgos,Villaverde del Monte,09339
2215,Burgos,Zael,09339
2216,Burgos,Villangómez,09339
2217,Burgos,Lerma,09340
2218,Burgos,Tordómar,09341
2219,Burgos,Lerma,09341
2220,Burgos,Santa Cecilia,09341
2221,Burgos,Peral de Arlanza,09342
2222,Burgos,Santa María del Campo,09342
2223,Burgos,Torrepadre,09342
2224,Burgos,Villahoz,09343
2225,Burgos,Villafruela,09344
2226,Burgos,Royuela de Río Franco,09344
2227,Burgos,Torrepadre,09345
2228,Burgos,Avellanosa de Muñó,09345
2229,Burgos,Iglesiarrubia,09345
2230,Burgos,Royuela de Río Franco,09345
2231,Burgos,Mecerreyes,09346
2232,Burgos,Covarrubias,09346
2233,Burgos,Puentedura,09347
2234,Burgos,Retuerta,09347
2235,Burgos,Lerma,09347
2236,Burgos,Covarrubias,09347
2237,Burgos,Quintanilla del Agua y Tordueles,09347
2238,Burgos,Quintanilla del Coco,09348
2239,Burgos,Lerma,09348
2240,Burgos,Cebrecos,09348
2241,Burgos,Nebreda,09348
2242,Burgos,Solarana,09348
2243,Burgos,Cilleruelo de Arriba,09349
2244,Burgos,Pineda Trasmonte,09349
2245,Burgos,Fontioso,09349
2246,Burgos,Lerma,09349
2247,Burgos,Cilleruelo de Abajo,09349
2248,Burgos,Quintanilla de la Mata,09349
2249,Burgos,Cabañes de Esgueva,09350
2250,Burgos,Santibáñez de Esgueva,09350
2251,Burgos,Bahabón de Esgueva,09350
2252,Burgos,Oquillas,09350
2253,Burgos,Hontoria de la Cantera,09351
2254,Burgos,Los Ausines,09351
2255,Burgos,Cubillo del Campo,09352
2256,Burgos,Santa María del Mercadillo,09353
2257,Burgos,Pinilla Trasmonte,09354
2258,Burgos,Quintana del Pidio,09370
2259,Burgos,Aranda de Duero,09370
2260,Burgos,Gumiel de Izán,09370
2261,Burgos,Santa Inés,09390
2262,Burgos,Madrigalejo del Monte,09390
2263,Burgos,Torrecilla del Monte,09390
2264,Burgos,Villalmanzo,09390
2265,Burgos,Castrillo de la Vega,09391
2266,Burgos,Aranda de Duero,09400
2267,Burgos,Coruña del Conde,09410
2268,Burgos,Peñaranda de Duero,09410
2269,Burgos,Arandilla,09410
2270,Burgos,Huerta de Rey,09430
2271,Burgos,Haza,09436
2272,Burgos,Sotillo de la Ribera,09440
2273,Burgos,Sotillo de la Ribera,09441
2274,Burgos,Terradillos de Esgueva,09442
2275,Burgos,Gumiel de Mercado,09443
2276,Burgos,Villalba de Duero,09443
2277,Burgos,Villanueva de Gumiel,09450
2278,Burgos,Aranda de Duero,09450
2279,Burgos,Hontoria de Valdearados,09450
2280,Burgos,Baños de Valdearados,09450
2281,Burgos,Caleruega,09451
2282,Burgos,Arauzo de Miel,09451
2283,Burgos,Arauzo de Torre,09451
2284,Burgos,Arauzo de Salce,09451
2285,Burgos,Tubilla del Lago,09453
2286,Burgos,Valdeande,09453
2287,Burgos,Villalbilla de Gumiel,09453
2288,Burgos,Huerta de Rey,09454
2289,Burgos,Quemada,09454
2290,Burgos,Milagros,09460
2291,Burgos,Fuentenebro,09461
2292,Burgos,Adrada de Haza,09462
2293,Burgos,La Sequera de Haza,09462
2294,Burgos,Moradillo de Roa,09462
2295,Burgos,Pardilla,09462
2296,Burgos,Hontangas,09462
2297,Burgos,Haza,09463
2298,Burgos,La Vid y Barrios,09471
2299,Burgos,Fuentelcésped,09471
2300,Burgos,Fuentespina,09471
2301,Burgos,Santa Cruz de la Salceda,09471
2302,Burgos,San Juan del Monte,09490
2303,Burgos,Zazuar,09490
2304,Burgos,Peñaranda de Duero,09490
2305,Burgos,Brazacorta,09490
2306,Burgos,Fresnillo de las Dueñas,09491
2307,Burgos,Vadocondes,09491
2308,Burgos,La Vid y Barrios,09491
2309,Burgos,Campillo de Aranda,09493
2310,Burgos,Torregalindo,09493
2311,Burgos,Medina de Pomar,09500
2312,Burgos,Valle de Losa,09510
2313,Burgos,Junta de Traslaloma,09510
2314,Burgos,Valle de Losa,09511
2315,Burgos,Berberana,09511
2316,Burgos,Junta de Villalba de Losa,09511
2317,Burgos,Valle de Losa,09512
2318,Burgos,Medina de Pomar,09512
2319,Burgos,Medina de Pomar,09513
2320,Burgos,Villarcayo de Merindad de Castilla la Vieja,09513
2321,Burgos,Merindad de Montija,09514
2322,Burgos,Junta de Traslaloma,09514
2323,Burgos,Medina de Pomar,09514
2324,Burgos,Medina de Pomar,09515
2325,Burgos,Merindad de Cuesta-Urria,09515
2326,Burgos,Oña,09530
2327,Burgos,Trespaderne,09540
2328,Burgos,Valle de Mena,09545
2329,Burgos,Merindad de Cuesta-Urria,09549
2330,Burgos,Trespaderne,09549
2331,Burgos,Villarcayo de Merindad de Castilla la Vieja,09549
2332,Burgos,Valle de Tobalina,09549
2333,Burgos,Villarcayo de Merindad de Castilla la Vieja,09550
2334,Burgos,Los Altos,09551
2335,Burgos,Valle de Sedano,09551
2336,Burgos,Villarcayo de Merindad de Castilla la Vieja,09553
2337,Burgos,Oña,09554
2338,Burgos,Villarcayo de Merindad de Castilla la Vieja,09554
2339,Burgos,Villarcayo de Merindad de Castilla la Vieja,09555
2340,Burgos,Villarcayo de Merindad de Castilla la Vieja,09556
2341,Burgos,Villarcayo de Merindad de Castilla la Vieja,09557
2342,Burgos,Merindad de Sotoscueva,09557
2343,Burgos,Merindad de Valdeporres,09557
2344,Burgos,Villarcayo de Merindad de Castilla la Vieja,09558
2345,Burgos,Valle de Manzanedo,09558
2346,Burgos,Merindad de Valdivielso,09559
2347,Burgos,Oña,09559
2348,Burgos,Los Altos,09559
2349,Burgos,Espinosa de los Monteros,09560
2350,Burgos,Espinosa de los Monteros,09566
2351,Burgos,Espinosa de los Monteros,09567
2352,Burgos,Merindad de Sotoscueva,09567
2353,Burgos,Merindad de Sotoscueva,09568
2354,Burgos,Valle de Mena,09569
2355,Burgos,Merindad de Montija,09569
2356,Burgos,Espinosa de los Monteros,09569
2357,Burgos,Alfoz de Santa Gadea,09570
2358,Burgos,Arija,09570
2359,Burgos,Alfoz de Santa Gadea,09571
2360,Burgos,Valle de Valdebezana,09571
2361,Burgos,Alfoz de Bricia,09571
2362,Burgos,Valle de Manzanedo,09572
2363,Burgos,Valle de Valdebezana,09572
2364,Burgos,Alfoz de Bricia,09572
2365,Burgos,Merindad de Valdeporres,09573
2366,Burgos,Merindad de Valdeporres,09574
2367,Burgos,Valle de Mena,09580
2368,Burgos,Valle de Mena,09585
2369,Burgos,Valle de Mena,09586
2370,Burgos,Valle de Mena,09587
2371,Burgos,Valle de Mena,09588
2372,Burgos,Pampliega,09589
2373,Burgos,Valle de Mena,09589
2374,Burgos,Valle de las Navas,09591
2375,Burgos,Merindad de Río Ubierna,09591
2376,Burgos,Poza de la Sal,09592
2377,Burgos,Rublacedo de Abajo,09592
2378,Burgos,Carcedo de Bureba,09592
2379,Burgos,Abajas,09592
2380,Burgos,Rucandio,09593
2381,Burgos,Salas de Bureba,09593
2382,Burgos,Padrones de Bureba,09593
2383,Burgos,Oña,09593
2384,Burgos,Cantabrana,09593
2385,Burgos,Aguas Cándidas,09593
2386,Burgos,Merindad de Cuesta-Urria,09594
2387,Burgos,Salas de los Infantes,09600
2388,Burgos,Ciruelos de Cervera,09610
2389,Burgos,Santo Domingo de Silos,09610
2390,Burgos,Espinosa de Cervera,09610
2391,Burgos,Carazo,09611
2392,Burgos,Hacinas,09611
2393,Burgos,Villanueva de Carazo,09611
2394,Burgos,Mamolar,09612
2395,Burgos,Cabezón de la Sierra,09612
2396,Burgos,La Gallega,09612
2397,Burgos,Pinilla de los Barruecos,09612
2398,Burgos,Pinilla de los Moros,09613
2399,Burgos,Vizcaínos,09613
2400,Burgos,La Revilla y Ahedo,09613
2401,Burgos,Salas de los Infantes,09613
2402,Burgos,Barbadillo del Mercado,09613
2403,Burgos,Contreras,09613
2404,Burgos,Monasterio de la Sierra,09613
2405,Burgos,Barbadillo del Pez,09614
2406,Burgos,Huerta de Arriba,09614
2407,Burgos,Valle de Valdelaguna,09614
2408,Burgos,Barbadillo de Herreros,09615
2409,Burgos,Riocavado de la Sierra,09615
2410,Burgos,Salas de los Infantes,09615
2411,Burgos,Monterrubio de la Demanda,09615
2412,Burgos,Tejada,09616
2413,Burgos,Santibáñez del Val,09617
2414,Burgos,Santibáñez del Val,09618
2415,Burgos,Hontoria del Pinar,09619
2416,Burgos,Revillarruz,09620
2417,Burgos,Sarracín,09620
2418,Burgos,Modúbar de la Emparedada,09620
2419,Burgos,Saldaña de Burgos,09620
2420,Burgos,Arauzo de Miel,09631
2421,Burgos,Jurisdicción de Lara,09640
2422,Burgos,Tinieblas de la Sierra,09640
2423,Burgos,Jaramillo de la Fuente,09640
2424,Burgos,Cascajares de la Sierra,09640
2425,Burgos,San Millán de Lara,09640
2426,Burgos,Mambrillas de Lara,09640
2427,Burgos,Villoruebo,09640
2428,Burgos,Hortigüela,09640
2429,Burgos,Jaramillo Quemado,09640
2430,Burgos,Villaespasa,09640
2431,Burgos,Cuevas de San Clemente,09641
2432,Burgos,Los Ausines,09642
2433,Burgos,Mambrillas de Lara,09642
2434,Burgos,Torrelara,09645
2435,Burgos,Villoruebo,09646
2436,Burgos,Revilla del Campo,09647
2437,Burgos,Tinieblas de la Sierra,09649
2438,Burgos,Villamiel de la Sierra,09649
2439,Burgos,Palazuelos de la Sierra,09649
2440,Burgos,Villaespasa,09650
2441,Burgos,Campolara,09650
2442,Burgos,Jurisdicción de Lara,09651
2443,Burgos,Villanueva de Argaño,09652
2444,Burgos,Isar,09653
2445,Burgos,Isar,09654
2446,Burgos,Hontoria del Pinar,09660
2447,Burgos,Rabanera del Pinar,09660
2448,Burgos,Quintanar de la Sierra,09670
2449,Burgos,Iglesiarrubia,09678
2450,Burgos,Neila,09679
2451,Burgos,Palacios de la Sierra,09680
2452,Burgos,Vilviestre del Pinar,09690
2453,Burgos,Moncalvillo,09691
2454,Burgos,Castrillo de la Reina,09691
2455,Burgos,Canicosa de la Sierra,09692
2456,Burgos,Regumiel de la Sierra,09693
2457,Cáceres,Cáceres,10000
2458,Cáceres,Cáceres,10001
2459,Cáceres,Cáceres,10002
2460,Cáceres,Cáceres,10003
2461,Cáceres,Cáceres,10004
2462,Cáceres,Cáceres,10005
2463,Cáceres,Miajadas,10100
2464,Cáceres,Miajadas,10109
2465,Cáceres,Losar de la Vera,10110
2466,Cáceres,Madrigalejo,10110
2467,Cáceres,Logrosán,10120
2468,Cáceres,Berzocana,10129
2469,Cáceres,Zorita,10130
2470,Cáceres,Valdemorales,10131
2471,Cáceres,Almoharín,10132
2472,Cáceres,Escurial,10133
2473,Cáceres,Campo Lugar,10134
2474,Cáceres,Alcollarín,10135
2475,Cáceres,Cañamero,10136
2476,Cáceres,Alía,10137
2477,Cáceres,Guadalupe,10140
2478,Cáceres,Alcuéscar,10160
2479,Cáceres,Casas de Don Antonio,10162
2480,Cáceres,Aldea del Cano,10163
2481,Cáceres,Cáceres,10164
2482,Cáceres,Zarza de Montánchez,10169
2483,Cáceres,Montánchez,10170
2484,Cáceres,Zarza de Granadilla,10170
2485,Cáceres,Valdefuentes,10180
2486,Cáceres,Sierra de Fuentes,10181
2487,Cáceres,Torreorgaz,10182
2488,Cáceres,Villanueva de la Sierra,10182
2489,Cáceres,Torrequemada,10183
2490,Cáceres,Torremocha,10184
2491,Cáceres,Benquerencia,10185
2492,Cáceres,Botija,10185
2493,Cáceres,Torre de Santa María,10186
2494,Cáceres,Albalá,10187
2495,Cáceres,Salvatierra de Santiago,10189
2496,Cáceres,Ruanes,10189
2497,Cáceres,Santa Ana,10189
2498,Cáceres,Zarza de Montánchez,10189
2499,Cáceres,Malpartida de Cáceres,10190
2500,Cáceres,Casar de Cáceres,10190
2501,Cáceres,Santiago del Campo,10191
2502,Cáceres,Hinojal,10192
2503,Cáceres,Talaván,10193
2504,Cáceres,Monroy,10194
2505,Cáceres,Cáceres,10195
2506,Cáceres,Albalá,10197
2507,Cáceres,Santa Marta de Magasca,10198
2508,Cáceres,Santiago de Alcántara,10198
2509,Cáceres,Cáceres,10199
2510,Cáceres,Trujillo,10200
2511,Cáceres,Madroñera,10210
2512,Cáceres,Trujillo,10220
2513,Cáceres,Herguijuela,10230
2514,Cáceres,Conquista de la Sierra,10240
2515,Cáceres,Garciaz,10250
2516,Cáceres,Aldeacentenera,10251
2517,Cáceres,Torrecillas de la Tiesa,10252
2518,Cáceres,Santa Cruz de la Sierra,10260
2519,Cáceres,Puerto de Santa Cruz,10261
2520,Cáceres,Robledillo de Trujillo,10261
2521,Cáceres,Abertura,10262
2522,Cáceres,Villamesías,10263
2523,Cáceres,Robledillo de Trujillo,10269
2524,Cáceres,La Cumbre,10270
2525,Cáceres,Plasenzuela,10271
2526,Cáceres,Ibahernando,10280
2527,Cáceres,Trujillo,10290
2528,Cáceres,La Aldea del Obispo,10291
2529,Cáceres,Trujillo,10291
2530,Cáceres,Trujillo,10292
2531,Cáceres,Navalmoral de la Mata,10300
2532,Cáceres,Talayuela,10310
2533,Cáceres,Collado de la Vera,10317
2534,Cáceres,Talayuela,10318
2535,Cáceres,Talayuela,10319
2536,Cáceres,Bohonal de Ibor,10320
2537,Cáceres,Fresnedoso de Ibor,10328
2538,Cáceres,Valdecañas de Tajo,10329
2539,Cáceres,Campillo de Deleitosa,10329
2540,Cáceres,Mesas de Ibor,10329
2541,Cáceres,Villar del Pedroso,10330
2542,Cáceres,Carrascalejo,10331
2543,Cáceres,Villar del Pedroso,10331
2544,Cáceres,Valdecañas de Tajo,10332
2545,Cáceres,Valdelacasa de Tajo,10332
2546,Cáceres,Garvín,10333
2547,Cáceres,Peraleda de San Román,10334
2548,Cáceres,Peraleda de la Mata,10335
2549,Cáceres,Castañar de Ibor,10340
2550,Cáceres,Navalvillar de Ibor,10341
2551,Cáceres,Almaraz,10350
2552,Cáceres,Higuera,10359
2553,Cáceres,Romangordo,10359
2554,Cáceres,Casas de Miravete,10360
2555,Cáceres,Deleitosa,10370
2556,Cáceres,Hernán-Pérez,10370
2557,Cáceres,Robledollano,10371
2558,Cáceres,Cabañas del Castillo,10372
2559,Cáceres,Cabañas del Castillo,10373
2560,Cáceres,Navezuelas,10374
2561,Cáceres,Jaraicejo,10380
2562,Cáceres,Saucedilla,10390
2563,Cáceres,Rosalejo,10391
2564,Cáceres,El Gordo,10392
2565,Cáceres,Berrocalejo,10392
2566,Cáceres,Valdehúncar,10393
2567,Cáceres,Millanes,10394
2568,Cáceres,Belvís de Monroy,10394
2569,Cáceres,Jaraíz de la Vera,10400
2570,Cáceres,Arroyomolinos de la Vera,10410
2571,Cáceres,Pasarón de la Vera,10411
2572,Cáceres,Garganta la Olla,10412
2573,Cáceres,Torremenga,10413
2574,Cáceres,Collado de la Vera,10414
2575,Cáceres,Valencia de Alcántara,10415
2576,Cáceres,Tejeda de Tiétar,10420
2577,Cáceres,Cuacos de Yuste,10430
2578,Cáceres,Aldeanueva de la Vera,10440
2579,Cáceres,Jarandilla de la Vera,10450
2580,Cáceres,Guijo de Santa Bárbara,10459
2581,Cáceres,Losar de la Vera,10460
2582,Cáceres,Villanueva de la Vera,10470
2583,Cáceres,Madrigal de la Vera,10480
2584,Cáceres,Vegaviana,10484
2585,Cáceres,Valverde de la Vera,10490
2586,Cáceres,Villanueva de la Vera,10490
2587,Cáceres,Talaveruela de la Vera,10491
2588,Cáceres,Viandar de la Vera,10492
2589,Cáceres,Robledillo de la Vera,10493
2590,Cáceres,Valencia de Alcántara,10500
2591,Cáceres,Valencia de Alcántara,10509
2592,Cáceres,Santiago de Alcántara,10510
2593,Cáceres,Carbajo,10511
2594,Cáceres,Herrera de Alcántara,10512
2595,Cáceres,Cedillo,10513
2596,Cáceres,Valencia de Alcántara,10514
2597,Cáceres,Valencia de Alcántara,10515
2598,Cáceres,Valencia de Alcántara,10516
2599,Cáceres,Valencia de Alcántara,10519
2600,Cáceres,Toril,10520
2601,Cáceres,Casatejada,10520
2602,Cáceres,Serrejón,10528
2603,Cáceres,Majadas,10529
2604,Cáceres,Serradilla,10530
2605,Cáceres,Mirabel,10540
2606,Cáceres,Aliseda,10550
2607,Cáceres,Herreruela,10560
2608,Cáceres,Salorino,10570
2609,Cáceres,Membrío,10580
2610,Cáceres,Malpartida de Plasencia,10590
2611,Cáceres,Malpartida de Plasencia,10591
2612,Cáceres,Herguijuela,10591
2613,Cáceres,Toril,10591
2614,Cáceres,Casas de Millán,10592
2615,Cáceres,Casar de Cáceres,10593
2616,Cáceres,Plasencia,10600
2617,Cáceres,Cabezuela del Valle,10610
2618,Cáceres,Tornavacas,10611
2619,Cáceres,Jerte,10612
2620,Cáceres,Navaconcejo,10613
2621,Cáceres,Valdastillas,10614
2622,Cáceres,Piornal,10615
2623,Cáceres,Cabrero,10616
2624,Cáceres,Casas del Castañar,10616
2625,Cáceres,Guijo de Granadilla,10616
2626,Cáceres,El Torno,10617
2627,Cáceres,Rebollar,10617
2628,Cáceres,Caminomorisco,10620
2629,Cáceres,Nuñomoral,10623
2630,Cáceres,Caminomorisco,10623
2631,Cáceres,Caminomorisco,10624
2632,Cáceres,Ladrillar,10624
2633,Cáceres,Ladrillar,10625
2634,Cáceres,Nuñomoral,10626
2635,Cáceres,Nuñomoral,10627
2636,Cáceres,Nuñomoral,10628
2637,Cáceres,Casares de las Hurdes,10628
2638,Cáceres,Caminomorisco,10629
2639,Cáceres,Nuñomoral,10629
2640,Cáceres,Pinofranqueado,10630
2641,Cáceres,Casar de Palomero,10630
2642,Cáceres,Caminomorisco,10630
2643,Cáceres,Pinofranqueado,10638
2644,Cáceres,Pinofranqueado,10639
2645,Cáceres,Casar de Palomero,10640
2646,Cáceres,Casar de Palomero,10649
2647,Cáceres,La Pesga,10649
2648,Cáceres,Ahigal,10650
2649,Cáceres,Palomero,10660
2650,Cáceres,Oliva de Plasencia,10660
2651,Cáceres,Santa Cruz de Paniagua,10660
2652,Cáceres,Santa Cruz de Paniagua,10661
2653,Cáceres,Marchagaz,10662
2654,Cáceres,Cerezo,10663
2655,Cáceres,Jaraicejo,10663
2656,Cáceres,Mohedas de Granadilla,10664
2657,Cáceres,Guijo de Granadilla,10665
2658,Cáceres,Santibáñez el Bajo,10666
2659,Cáceres,Aceituna,10666
2660,Cáceres,Oliva de Plasencia,10667
2661,Cáceres,Carcaboso,10670
2662,Cáceres,Carcaboso,10671
2663,Cáceres,Plasencia,10671
2664,Cáceres,Aldehuela de Jerte,10671
2665,Cáceres,Valdeobispo,10672
2666,Cáceres,Malpartida de Plasencia,10680
2667,Cáceres,Alagón del Río,10690
2668,Cáceres,Plasencia,10690
2669,Cáceres,Galisteo,10690
2670,Cáceres,Galisteo,10691
2671,Cáceres,Guijo de Galisteo,10692
2672,Cáceres,Riolobos,10693
2673,Cáceres,Toril,10694
2674,Cáceres,Torrejón el Rubio,10694
2675,Cáceres,Serradilla,10695
2676,Cáceres,Gargüera,10696
2677,Cáceres,Barrado,10696
2678,Cáceres,Tejeda de Tiétar,10697
2679,Cáceres,Toril,10697
2680,Cáceres,Malpartida de Plasencia,10697
2681,Cáceres,Hervás,10700
2682,Sevilla,Dos Hermanas,10701
2683,Cáceres,Zarza de Granadilla,10710
2684,Cáceres,La Granja,10711
2685,Cáceres,Guijo de Granadilla,10712
2686,Cáceres,Villar de Plasencia,10720
2687,Cáceres,Jarilla,10728
2688,Cáceres,Cabezabellosa,10729
2689,Cáceres,Casas del Monte,10730
2690,Cáceres,Segura de Toro,10739
2691,Cáceres,Aldeanueva del Camino,10740
2692,Cáceres,Abadía,10748
2693,Cáceres,Gargantilla,10749
2694,Cáceres,Baños de Montemayor,10750
2695,Cáceres,La Garganta,10759
2696,Cáceres,Coria,10800
2697,Cáceres,Valdefuentes,10810
2698,Cáceres,Montehermoso,10810
2699,Cáceres,Morcillo,10811
2700,Cáceres,Coria,10811
2701,Cáceres,Guijo de Galisteo,10811
2702,Cáceres,Villanueva de la Sierra,10812
2703,Cáceres,Pozuelo de Zarzón,10813
2704,Cáceres,Villa del Campo,10814
2705,Cáceres,Guijo de Coria,10815
2706,Cáceres,Guijo de Galisteo,10816
2707,Cáceres,Casas de Don Gómez,10816
2708,Cáceres,Calzadilla,10817
2709,Cáceres,Casillas de Coria,10818
2710,Cáceres,Casas de Don Gómez,10818
2711,Cáceres,Cañaveral,10820
2712,Cáceres,Holguera,10824
2713,Cáceres,Portezuelo,10828
2714,Cáceres,Riolobos,10829
2715,Cáceres,Cañaveral,10829
2716,Cáceres,Pedroso de Acim,10829
2717,Cáceres,Holguera,10829
2718,Cáceres,Torrejoncillo,10830
2719,Cáceres,Torrejoncillo,10839
2720,Cáceres,Moraleja,10840
2721,Cáceres,Vegaviana,10848
2722,Cáceres,Gata,10849
2723,Cáceres,Huélaga,10849
2724,Cáceres,Hoyos,10850
2725,Cáceres,Acebo,10857
2726,Cáceres,Villasbuenas de Gata,10858
2727,Cáceres,Santibáñez el Alto,10859
2728,Cáceres,Gata,10860
2729,Cáceres,Torre de Don Miguel,10864
2730,Cáceres,Cadalso,10865
2731,Cáceres,Descargamaría,10866
2732,Cáceres,Robledillo de Gata,10867
2733,Cáceres,Hernán-Pérez,10868
2734,Cáceres,Torrecilla de los Ángeles,10869
2735,Cáceres,Ceclavín,10870
2736,Cáceres,Acehúche,10879
2737,Cáceres,Zarza la Mayor,10880
2738,Cáceres,Cachorrilla,10881
2739,Cáceres,Pescueza,10882
2740,Cáceres,Portaje,10883
2741,Cáceres,Valverde del Fresno,10890
2742,Cáceres,Eljas,10891
